Sample Index,Iterative Silhouette
518,0.12313342839479446
519,0.12270200252532959
520,0.12253015488386154
521,0.12338738888502121
522,0.12336665391921997
523,0.12293173372745514
524,0.12268102914094925
525,0.12261173874139786
526,0.12268368899822235
527,0.12276758998632431
528,0.12257388234138489
529,0.12238503247499466
530,0.12351774424314499
531,0.12346328049898148
532,0.12441561371088028
533,0.12386496365070343
534,0.12504126131534576
535,0.12467236071825027
536,0.12461267411708832
537,0.124144047498703
538,0.12440814822912216
539,0.12415003031492233
540,0.12406355887651443
541,0.12465941160917282
542,0.12475379556417465
543,0.12471418082714081
544,0.12452971935272217
545,0.12522196769714355
546,0.12500719726085663
547,0.12584258615970612
548,0.1250932216644287
549,0.12629136443138123
550,0.12656383216381073
551,0.12730291485786438
552,0.12744931876659393
553,0.1274861842393875
554,0.12774258852005005
555,0.1272718459367752
556,0.12821070849895477
557,0.12750069797039032
558,0.12676678597927094
559,0.12677422165870667
560,0.12777195870876312
561,0.1275995820760727
562,0.1275443732738495
563,0.12786570191383362
564,0.12764498591423035
565,0.12736661732196808
566,0.12762819230556488
567,0.12779277563095093
568,0.12770920991897583
569,0.1277112513780594
570,0.12729981541633606
571,0.12784650921821594
572,0.12896302342414856
573,0.13001060485839844
574,0.12999625504016876
575,0.12988567352294922
576,0.12969166040420532
577,0.12972275912761688
578,0.1300123631954193
579,0.129801407456398
580,0.1299775093793869
581,0.1299208104610443
582,0.1301073282957077
583,0.1300225853919983
584,0.13002125918865204
585,0.1302543729543686
586,0.1303321123123169
587,0.1305663138628006
588,0.13053056597709656
589,0.13053084909915924
590,0.13037768006324768
591,0.1305752396583557
592,0.13014407455921173
593,0.1304025501012802
594,0.1299833208322525
595,0.12988701462745667
596,0.12970378994941711
597,0.12960930168628693
598,0.12990513443946838
599,0.1296936571598053
600,0.1298208385705948
601,0.12957552075386047
602,0.1292089819908142
603,0.12897604703903198
604,0.1300199031829834
605,0.12991248071193695
606,0.12989188730716705
607,0.12954726815223694
608,0.12949304282665253
609,0.129838764667511
610,0.12952160835266113
611,0.1291322410106659
612,0.12877362966537476
613,0.12873508036136627
614,0.12968981266021729
615,0.12967516481876373
616,0.12946555018424988
617,0.13036268949508667
618,0.1298314332962036
619,0.12956075370311737
620,0.13059338927268982
621,0.13081754744052887
622,0.13039787113666534
623,0.1304849237203598
624,0.1305120289325714
625,0.13059429824352264
626,0.13032430410385132
627,0.13013185560703278
628,0.13004915416240692
629,0.13000118732452393
630,0.12950359284877777
631,0.1300734579563141
632,0.1303035020828247
633,0.13106109201908112
634,0.1310129016637802
635,0.13108207285404205
636,0.13190124928951263
637,0.13214175403118134
638,0.13167981803417206
639,0.1313878744840622
640,0.13155542314052582
641,0.13116316497325897
642,0.1311263144016266
643,0.13150449097156525
644,0.1314024031162262
645,0.13100570440292358
646,0.13078460097312927
647,0.130992129445076
648,0.1306820958852768
649,0.13070078194141388
650,0.13069146871566772
651,0.13021127879619598
652,0.1297510862350464
653,0.12949341535568237
654,0.12901021540164948
655,0.12905801832675934
656,0.12890625
657,0.12858456373214722
658,0.12921380996704102
659,0.12913063168525696
660,0.12904353439807892
661,0.1292448341846466
662,0.12995141744613647
663,0.130165234208107
664,0.1300090104341507
665,0.12986773252487183
666,0.1298847794532776
667,0.12943676114082336
668,0.12991894781589508
669,0.12972111999988556
670,0.12960375845432281
671,0.1291625201702118
672,0.12930242717266083
673,0.12942451238632202
674,0.12937235832214355
675,0.12946726381778717
676,0.12978802621364594
677,0.1301412731409073
678,0.12997640669345856
679,0.12978115677833557
680,0.12968717515468597
681,0.12962855398654938
682,0.1292141079902649
683,0.12929695844650269
684,0.12894289195537567
685,0.12859205901622772
686,0.12869340181350708
687,0.12963761389255524
688,0.12973299622535706
689,0.12961192429065704
690,0.12967121601104736
691,0.13049843907356262
692,0.13034240901470184
693,0.1297212392091751
694,0.12946747243404388
695,0.12946471571922302
696,0.12945523858070374
697,0.12919175624847412
698,0.12907534837722778
699,0.12887366116046906
700,0.12892445921897888
701,0.12851814925670624
702,0.12836462259292603
703,0.12833398580551147
704,0.12835420668125153
705,0.1284688413143158
706,0.12834854423999786
707,0.1281396448612213
708,0.12812331318855286
709,0.1279715746641159
710,0.1276884227991104
711,0.1273358017206192
712,0.12708726525306702
713,0.12694884836673737
714,0.12759479880332947
715,0.12764200568199158
716,0.1276262402534485
717,0.12724220752716064
718,0.12652958929538727
719,0.12666183710098267
720,0.12659573554992676
721,0.1272803694009781
722,0.12719695270061493
723,0.12702322006225586
724,0.12722641229629517
725,0.1271439790725708
726,0.1269630789756775
727,0.1268537938594818
728,0.1275499016046524
729,0.12742017209529877
730,0.12769249081611633
731,0.1275147795677185
732,0.12739789485931396
733,0.12745188176631927
734,0.12730419635772705
735,0.1268472820520401
736,0.12664523720741272
737,0.12750813364982605
738,0.1273127645254135
739,0.12768366932868958
740,0.12738235294818878
741,0.12758323550224304
742,0.1276145577430725
743,0.12721192836761475
744,0.12705108523368835
745,0.12695319950580597
746,0.127092644572258
747,0.1271078884601593
748,0.12700724601745605
749,0.1278296709060669
750,0.1275351345539093
751,0.127468079328537
752,0.12752693891525269
753,0.12750573456287384
754,0.12764185667037964
755,0.1280076503753662
756,0.12813642621040344
757,0.12823331356048584
758,0.12834128737449646
759,0.12883196771144867
760,0.12872803211212158
761,0.12892234325408936
762,0.1291356086730957
763,0.12908437848091125
764,0.12888796627521515
765,0.12968356907367706
766,0.12928996980190277
767,0.12941087782382965
768,0.13000278174877167
769,0.12991002202033997
770,0.12991254031658173
771,0.1299351155757904
772,0.12963290512561798
773,0.12942537665367126
774,0.12919072806835175
775,0.12890316545963287
776,0.12870725989341736
777,0.1287393867969513
778,0.1285901665687561
779,0.12843084335327148
780,0.12876270711421967
781,0.12829697132110596
782,0.12856903672218323
783,0.12840041518211365
784,0.12827570736408234
785,0.12811163067817688
786,0.12886656820774078
787,0.12879635393619537
788,0.12877890467643738
789,0.1288892775774002
790,0.12893900275230408
791,0.1284000724554062
792,0.1284727305173874
793,0.12885010242462158
794,0.12898442149162292
795,0.12908264994621277
796,0.12902456521987915
797,0.1287340223789215
798,0.12884387373924255
799,0.12890639901161194
800,0.1287548989057541
801,0.12875601649284363
802,0.12859313189983368
803,0.12866036593914032
804,0.1287497729063034
805,0.12840403616428375
806,0.12834161520004272
807,0.1282149702310562
808,0.12767554819583893
809,0.1275075227022171
810,0.1272285431623459
811,0.1272190362215042
812,0.1279851496219635
813,0.12810899317264557
814,0.12884409725666046
815,0.1295432448387146
816,0.1301489919424057
817,0.12983494997024536
818,0.1297309845685959
819,0.12980283796787262
820,0.12981295585632324
821,0.13050636649131775
822,0.1305665820837021
823,0.13054585456848145
824,0.13113579154014587
825,0.1312636286020279
826,0.13107530772686005
827,0.13097679615020752
828,0.13084371387958527
829,0.1305752545595169
830,0.13068433105945587
831,0.1305023729801178
832,0.13082335889339447
833,0.13083939254283905
834,0.1306525021791458
835,0.13027606904506683
836,0.13025905191898346
837,0.13103589415550232
838,0.13084697723388672
839,0.1314791887998581
840,0.13183650374412537
841,0.13162286579608917
842,0.131466805934906
843,0.1315433382987976
844,0.1321897804737091
845,0.13187465071678162
846,0.13192254304885864
847,0.13175730407238007
848,0.1318061202764511
849,0.13198626041412354
850,0.1318896859884262
851,0.1319803148508072
852,0.1318238079547882
853,0.13167054951190948
854,0.13162101805210114
855,0.1316985785961151
856,0.13139714300632477
857,0.13141143321990967
858,0.13188977539539337
859,0.1317749172449112
860,0.13178004324436188
861,0.13170461356639862
862,0.1319626271724701
863,0.13197849690914154
864,0.13174636662006378
865,0.13222268223762512
866,0.13226087391376495
867,0.1320212483406067
868,0.13185027241706848
869,0.1316552758216858
870,0.13162609934806824
871,0.13166813552379608
872,0.13144297897815704
873,0.13155904412269592
874,0.13139545917510986
875,0.1312956064939499
876,0.13130192458629608
877,0.13117863237857819
878,0.13091720640659332
879,0.13104981184005737
880,0.13068321347236633
881,0.13056644797325134
882,0.13047121465206146
883,0.1311022788286209
884,0.13153517246246338
885,0.13160644471645355
886,0.13138943910598755
887,0.13116665184497833
888,0.1311531960964203
889,0.1310623735189438
890,0.13166968524456024
891,0.1323048174381256
892,0.13286533951759338
893,0.13274385035037994
894,0.13246826827526093
895,0.13259176909923553
896,0.1324591487646103
897,0.1331445276737213
898,0.13298362493515015
899,0.13303004205226898
900,0.13371068239212036
901,0.1334594488143921
902,0.13321951031684875
903,0.13293170928955078
904,0.13283981382846832
905,0.13268284499645233
906,0.13252627849578857
907,0.13301214575767517
908,0.1330433338880539
909,0.13269589841365814
910,0.13271835446357727
911,0.13252457976341248
912,0.133082777261734
913,0.13283687829971313
914,0.1325262039899826
915,0.13249431550502777
916,0.1322813332080841
917,0.13255926966667175
918,0.13257868587970734
919,0.13228289783000946
920,0.13209304213523865
921,0.1321035772562027
922,0.13171818852424622
923,0.13153649866580963
924,0.13166067004203796
925,0.13155913352966309
926,0.13152951002120972
927,0.13140356540679932
928,0.13125349581241608
929,0.13117967545986176
930,0.1310880333185196
931,0.1309923231601715
932,0.1310039907693863
933,0.13070420920848846
934,0.13122402131557465
935,0.1313127726316452
936,0.13096046447753906
937,0.13084319233894348
938,0.13070635497570038
939,0.13070546090602875
940,0.1308714896440506
941,0.13083387911319733
942,0.13137628138065338
943,0.13190096616744995
944,0.13207995891571045
945,0.13208991289138794
946,0.13254521787166595
947,0.13236968219280243
948,0.1324436515569687
949,0.13236410915851593
950,0.13245971500873566
951,0.13246603310108185
952,0.13233432173728943
953,0.1321205049753189
954,0.13201510906219482
955,0.13193091750144958
956,0.13186956942081451
957,0.13225457072257996
958,0.1326266974210739
959,0.1324341744184494
960,0.1323336660861969
961,0.1321774572134018
962,0.1322159618139267
963,0.13212640583515167
964,0.13208673894405365
965,0.1319054663181305
966,0.1320241242647171
967,0.13187983632087708
968,0.131822869181633
969,0.13163653016090393
970,0.13107669353485107
971,0.13096846640110016
972,0.13131430745124817
973,0.13116663694381714
974,0.1310000717639923
975,0.13097365200519562
976,0.13096915185451508
977,0.1309317946434021
978,0.13056552410125732
979,0.13051168620586395
980,0.1302243322134018
981,0.1300998479127884
982,0.13064251840114594
983,0.13063421845436096
984,0.1306675672531128
985,0.131112739443779
986,0.13091786205768585
987,0.1312621384859085
988,0.13142156600952148
989,0.13130396604537964
990,0.13122130930423737
991,0.1313331425189972
992,0.13105985522270203
993,0.1309603750705719
994,0.13081088662147522
995,0.13091033697128296
996,0.13134777545928955
997,0.131621852517128
998,0.1314305067062378
999,0.1313561350107193
1000,0.1312466263771057
1001,0.1309954822063446
1002,0.1310015320777893
1003,0.1314794272184372
1004,0.1314597725868225
1005,0.13153767585754395
1006,0.13125671446323395
1007,0.1312100738286972
1008,0.13098762929439545
1009,0.13094577193260193
1010,0.1310335397720337
1011,0.13140594959259033
1012,0.13189911842346191
1013,0.1315765380859375
1014,0.13142937421798706
1015,0.1311485916376114
1016,0.13097892701625824
1017,0.13090674579143524
1018,0.13083726167678833
1019,0.13074806332588196
1020,0.13061761856079102
1021,0.13054952025413513
1022,0.13028693199157715
1023,0.13031728565692902
1024,0.13054004311561584
1025,0.1310127228498459
1026,0.13105781376361847
1027,0.13047683238983154
1028,0.13028907775878906
1029,0.13024888932704926
1030,0.13031873106956482
1031,0.13088667392730713
1032,0.13073255121707916
1033,0.13076379895210266
1034,0.13047340512275696
1035,0.1310768723487854
1036,0.1308642029762268
1037,0.13095875084400177
1038,0.13077372312545776
1039,0.1307772994041443
1040,0.13070634007453918
1041,0.13129957020282745
1042,0.13116346299648285
1043,0.13102158904075623
1044,0.1311047524213791
1045,0.13171465694904327
1046,0.13175161182880402
1047,0.13189023733139038
1048,0.1318914294242859
1049,0.13142456114292145
1050,0.13139773905277252
1051,0.13136309385299683
1052,0.13116976618766785
1053,0.13092811405658722
1054,0.1315191239118576
1055,0.13148760795593262
1056,0.13138213753700256
1057,0.13120770454406738
1058,0.1311398595571518
1059,0.13103380799293518
1060,0.1310088336467743
1061,0.13107776641845703
1062,0.13116489350795746
1063,0.1317431479692459
1064,0.13187365233898163
1065,0.13169319927692413
1066,0.13176019489765167
1067,0.13157843053340912
1068,0.1316084861755371
1069,0.13152319192886353
1070,0.13161857426166534
1071,0.13137029111385345
1072,0.13129258155822754
1073,0.13123905658721924
1074,0.1310884952545166
1075,0.1312134712934494
1076,0.13109959661960602
1077,0.1311231106519699
1078,0.13114559650421143
1079,0.13123705983161926
1080,0.13123032450675964
1081,0.13114790618419647
1082,0.1308184415102005
1083,0.1307617574930191
1084,0.1308542788028717
1085,0.13087984919548035
1086,0.13077296316623688
1087,0.13075724244117737
1088,0.13070902228355408
1089,0.1305774599313736
1090,0.1307588368654251
1091,0.13069477677345276
1092,0.13065747916698456
1093,0.1311866194009781
1094,0.13119608163833618
1095,0.13163989782333374
1096,0.13154266774654388
1097,0.1315000206232071
1098,0.13112136721611023
1099,0.13107238709926605
1100,0.1312635987997055
1101,0.1317312866449356
1102,0.13190098106861115
1103,0.131725013256073
1104,0.1315179467201233
1105,0.13130736351013184
1106,0.13121959567070007
1107,0.13124236464500427
1108,0.13098928332328796
1109,0.13057482242584229
1110,0.13060657680034637
1111,0.1306389421224594
1112,0.13027694821357727
1113,0.13019533455371857
1114,0.1299942582845688
1115,0.1299707293510437
1116,0.12960779666900635
1117,0.1296452432870865
1118,0.12967106699943542
1119,0.1296311765909195
1120,0.13022466003894806
1121,0.1300743669271469
1122,0.13042870163917542
1123,0.13044102489948273
1124,0.13043977320194244
1125,0.13005998730659485
1126,0.13053634762763977
1127,0.13055144250392914
1128,0.1304873526096344
1129,0.13018952310085297
1130,0.1302109807729721
1131,0.1299884170293808
1132,0.13009440898895264
1133,0.1299789547920227
1134,0.12997129559516907
1135,0.12991006672382355
1136,0.1298934370279312
1137,0.12983295321464539
1138,0.12974180281162262
1139,0.12969912588596344
1140,0.1300322711467743
1141,0.12999886274337769
1142,0.12978123128414154
1143,0.12969224154949188
1144,0.12963804602622986
1145,0.12957851588726044
1146,0.12935884296894073
1147,0.12924298644065857
1148,0.1293124407529831
1149,0.12920013070106506
1150,0.12909874320030212
1151,0.1295013427734375
1152,0.1294989436864853
1153,0.1295480728149414
1154,0.1300649344921112
1155,0.12995773553848267
1156,0.1300538331270218
1157,0.13049083948135376
1158,0.13048845529556274
1159,0.13014928996562958
1160,0.1298658400774002
1161,0.12983979284763336
1162,0.1296861469745636
1163,0.12926837801933289
1164,0.12944169342517853
1165,0.12937846779823303
1166,0.12932968139648438
1167,0.12916253507137299
1168,0.12897954881191254
1169,0.12881208956241608
1170,0.12885676324367523
1171,0.12878449261188507
1172,0.12892279028892517
1173,0.1293846070766449
1174,0.12917982041835785
1175,0.12893694639205933
1176,0.1289781630039215
1177,0.1288948804140091
1178,0.1287980079650879
1179,0.12893624603748322
1180,0.12881635129451752
1181,0.12881198525428772
1182,0.1287478357553482
1183,0.12865591049194336
1184,0.12869177758693695
1185,0.12852320075035095
1186,0.12849777936935425
1187,0.12840935587882996
1188,0.12841317057609558
1189,0.12842509150505066
1190,0.12820854783058167
1191,0.1286705732345581
1192,0.12851232290267944
1193,0.12852707505226135
1194,0.12849639356136322
1195,0.12856270372867584
1196,0.12847287952899933
1197,0.1283823549747467
1198,0.12830421328544617
1199,0.12820614874362946
1200,0.12847626209259033
1201,0.12816110253334045
1202,0.12828435003757477
1203,0.12811313569545746
1204,0.12864042818546295
1205,0.12853452563285828
1206,0.12866123020648956
1207,0.1285490244626999
1208,0.12842608988285065
1209,0.12838467955589294
1210,0.1284930258989334
1211,0.12825801968574524
1212,0.1282123476266861
1213,0.12823179364204407
1214,0.12819339334964752
1215,0.1281602829694748
1216,0.12816505134105682
1217,0.12800340354442596
1218,0.12787839770317078
1219,0.1275232583284378
1220,0.12777115404605865
1221,0.12773659825325012
1222,0.12768864631652832
1223,0.12769387662410736
1224,0.12750715017318726
1225,0.12748637795448303
1226,0.12798553705215454
1227,0.12805384397506714
1228,0.12811371684074402
1229,0.12857763469219208
1230,0.1286163628101349
1231,0.12852506339550018
1232,0.12861061096191406
1233,0.12872092425823212
1234,0.12870582938194275
1235,0.12847061455249786
1236,0.1282653510570526
1237,0.12821358442306519
1238,0.12836062908172607
1239,0.1280319094657898
1240,0.12804195284843445
1241,0.12845280766487122
1242,0.12849336862564087
1243,0.1285707950592041
1244,0.12851086258888245
1245,0.12848208844661713
1246,0.12839823961257935
1247,0.12841995060443878
